Cabin and fuselage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.,Input data from previous design phases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,4000,41,,,,,,,,,,,,,,
,Number of galleys,"ngalley,YC",2,[-],,,,Surface of YC galleys,"Sgalleys,YC",1.98,[m²],,,,,,,,,,,,,,Result :,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1349.892009,23,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Check : galleys surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,[cm],,,,,,,,,,,,,
,Overall galleys surface,Sgalleys,1.98,[m²],,>,,Marckwardt : Galleys surface recommendation,Sgalleys,2.11,[m²],,,,,,,,,,,,,,,,[inch],,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Galley surface is correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Seat pitch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Seat pitch, first class",pitchFC,100,[cm],,,,,,1.00,[m],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Seat pitch, business class",pitchBC,34,[inch],,,,,,0.86,[m],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Seat pitch, economy class",pitchYC,80,[cm],,,,,,0.80,[m],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Definition of Cabin Layout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Monuments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Effective row,Left,Center,Right,Class,Exit,Attendant Seat,,,,,,,,,,,,,,,,,,Center Monuments:,Side Monuments:,,Effective rows count,,,,,,Exit,"Width ""","Height """,Pax,,,
,,Lavatory,None,Galley YC,,None,NO,Type of exit and Location,PAX allowed,Size (b*h),,,,,,,,,,,,,,,None,None,,1,,,,,,None,0,0,0,,,
,1,None,None,None,1,Type C,NO,Type A (Floor-level exit),110,"1,07m*1,83m",,,,,,,,,,,,,,,Galley FC,Galley FC,,1,,,,,,Type A,42,72,110,,,
,2,None,None,None,1,None,NO,Type B (Floor-level exit),75,"0,81m*1,83m",,,,,,,,,,,,,,,Galley BC,Galley BC,,2,,,,,,Type B,32,72,75,,,
,3,None,None,None,3,None,NO,Type C (Floor-level exit),55,"0,76m*1,22m",,,,,,,,,,,,,,,Galley YC,Galley YC,,3,,,,,,Type C,30,48,55,,,
,4,None,None,None,3,None,NO,Type I (Floor-level exit),45,"0,61m*1,22m",,,,,,,,,,,,,,,Lavatory,Lavatory,,4,,,,,,Type I,24,48,45,,,
,5,None,None,None,3,None,NO,Type II (Floor-level or over-wing exit),40,"0,51m*1,12m",,,,,,,,,,,,,,,Lavatory(x2),,,5,,,,,,Type II,20,44,40,,,
,6,None,None,None,3,None,NO,Type III (Rectangular opening),35,"0,51m*0,91m",,,,,,,,,,,,,,,,,,6,,,,,,Type III,20,36,35,,,
,7,None,None,None,3,None,NO,Type IV (Located over the wing),9,"0,48m*0,66m",,,,,,,,,,,,,,,Show seatrails,FALSE,,7,,,,,,Type IV,19,26,9,,,
,8,None,None,None,3,None,NO,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,
,9,None,None,None,3,None,NO,According to CS 25.807(d)(2):,,,,,,,,,,,,,,,,,YES,TRUE,,9,,,,,,,,,,,,
,10,None,None,None,3,None,NO,"For passenger seating configurations greater than 299 seats, each emergency exit must be",,,,,,,,,,,,,,,,,NO,,,10,,,,,,,,,,,,
,11,None,None,None,3,None,NO,either a Type A or a Type I.,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,
,12,None,None,None,3,Type III,NO,,,,,,,,,,,,,,,,,,Show wings,FALSE,,12,,,,,,,,,,,,
,13,None,None,None,3,None,NO,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,
,14,None,None,None,3,None,NO,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,
,15,None,None,None,3,Type III,NO,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,
,16,None,None,None,3,None,NO,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,
,17,None,None,None,3,None,NO,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,
,18,None,None,None,3,None,NO,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,
,,None,None,None,,None,NO,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,
,,None,None,None,,None,NO,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,
,,None,None,None,,None,NO,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,
,,None,None,None,,None,NO,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,
,,None,None,None,,None,NO,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,
,,None,None,None,,None,NO,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,
,,None,None,None,,None,NO,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,
,,None,None,None,,None,NO,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,
,,None,None,None,,None,NO,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,
,,None,None,None,,None,NO,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,
,,None,None,None,,None,NO,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,
,,None,None,None,,None,NO,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,
,,None,None,None,,None,NO,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,
,,None,None,None,,None,NO,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,
,,Lavatory,None,Galley YC,,Type C,NO,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,
,,None,None,None,,None,NO,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,
,,None,None,None,,None,NO,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,
,,None,None,None,,None,NO,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,
,,None,None,None,,None,NO,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,
,,None,None,None,,None,NO,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,
,,None,None,None,,None,NO,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,
,,None,None,None,,None,NO,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,
,,None,None,None,,None,NO,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,
,,None,None,None,,None,NO,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,
,,None,None,None,,None,NO,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,
,,None,None,None,,None,NO,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,
,,None,None,None,,None,NO,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,
,,None,None,None,,None,NO,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,
,,None,None,None,,None,NO,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,
,,None,None,None,,None,NO,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,
,,None,None,None,,None,NO,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,
,,None,None,None,,None,NO,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,
,,None,None,None,,None,NO,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,
,,None,None,None,,None,NO,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,
,,None,None,None,,None,NO,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,
,,None,None,None,,None,NO,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,
,,None,None,None,,None,NO,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,
,,None,None,None,,None,NO,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,
,,None,None,None,,None,NO,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,
,,None,None,None,,None,NO,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,
,,None,None,None,,None,NO,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,
,,None,None,None,,None,NO,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,
,,None,None,None,,None,NO,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,
,,None,None,None,,None,NO,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,
,,None,None,None,,None,NO,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,
,,None,None,None,,None,NO,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cabin floor plan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Cockpit configuration,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Panel front x position,2,[m],,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Panel width,2,[m],,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Panel length,0.4,[m],,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Seat length,0.8,[m],,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Seat width,0.7,[m],,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.,Results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fuselage length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nose length to diameter ratio,lnose/df,1.54,[-],,>>>>>,,Nose length,lnose,4.94,[m],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nose offset,?xnose,-0.09,[m],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tail length to diameter ratio,ltail/df,1.50,[-],,>>>>>,,Tail length,ltail,4.80,[m],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tail offset to diameter ratio,?xtail/df,-0.11,,,>>>>>,,Tail offset,?xtail,-0.37,[m],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cabin length,lcabin,18.62,[m],,>>>>>,,Fuselage length,lfuselage,28.83,[m],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Verification of cargo compartment volume (Nita 2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cross section of the cargo compartment,SCC,1.00,[m2],,<<<<<,,Suggestion for SCC (from cabin cross section),SCC,0.00,[m2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Proportion of fuselage length used for cargo,kCC,0.48,[-],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Cargo compartment volume,VCC,13.84,[m3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cross section of a lateral overhead stowage,"SOS,lat",0.200,[m2],,<<<<<,,"Suggestion for SOS,lat [Nita]","SOS,lat",0.201,[m2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Number of lateral rows of overhead stowages,"nOS,lat",2,[-],,<<<<<,,"Suggestion for nOS,lat [Nita]","nOS,lat",2,[-],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cross section of the central overhead stowage,"SOS,ce",0.241,[m2],,<<<<<,,"Suggestion for SOS,ce [Nita]","SOS,ce",0.241,[m2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Number of central rows of overhead stowages,"nOS,ce",0,[-],,<<<<<,,"Suggestion for nOS,ce [Nita]","nOS,ce",0,[-],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Total cross section of the overhead stowages,"SOS,tot",0.400,[m2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Proportion of cabin length occupied by overhead stowages,kOS,0.72,[-],,<<<<<,,Suggestion for kOS [Nita],kOS,0.723,[-],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Volume of overhead stowage,VOS,5.39,[m3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Average mass of passenger baggage,mbaggage,15.00,[kg],,<<<<<,,Suggestion for mbaggage,mbaggage,13.6,[kg],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Total mass of passenger baggage,"mbaggage,total",1050.00,[kg],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Volume of baggage,VB,6.18,[m3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cargo mass,mcargo,2004.00,[kg],,>>>>>,,Volume of cargo,Vcargo,12.53,[m3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cargo compartment volume,VCC,13.84,[m3],,>,,Needed volume for cargo compartment,"VCC,nedded",13.32,[m3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Cargo compartment volume is sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Verification of monuments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Number of galleys in floor plan, first class","ngalleys,FC",0,,,,,Number of expected galleys,"ngalleys,FC",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Number of galleys in floor plan, business class","ngalleys,BC",0,,,,,Number of expected galleys,"ngalleys,BC",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Number of galleys in floor plan, economy class","ngalleys,YC",2,,,,,Number of expected galleys,"ngalleys,YC",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Number of galleys is correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Number of lavatories in floor plan,nlavatories,2,,,,,Number of expected lavatories,nlavatories,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Number of lavatories is correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Waterline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Maximal mass for water ditching (nose),,2664,[kg],,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Maximal mass for water ditching (tail),,2586,[kg],,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Maximal mass for water ditching (fuselage),,30838,[kg],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Maximal mass for water ditching (total),,36088,[kg],,>,,Maximum take-off mass,,29765,[kg],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Door steps above the water line,,,,,,,According CS 25.807 (e)(1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Exit distribution analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total of allowed passengers through exits,,180,[-],,>,,Number of passengers,,70,[-],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Overall number and size of exits is correct,,,,,,,According to CS 25.807 (d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Distance between exits,,The distance is greater than the fuselage length factor,,,,,,According to AC 25.807-1 (6) (b) (2) (v),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Distance between exits,,The distance is smaller than 60 ft,,,,,,According to CS 25.807 (d)(7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Check of exit zones according to AC 25.807-1 (6)(b)(1),,,,Check of exits positions according to AC 25.807-1 (6)(b)(2)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Position,,Offset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Zone,Allowed PAX,Effective number of PAX,,Exit,Nominal,Actual,Type,[m],[% cab. length],Allowed PAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,A,125,66,,1,1.48,1.48,Type C,0.00,0.00,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,B,125,84,,2,12.61,12.48,Double Type III,0.13,0.57,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,3,23.73,23.73,Type C,0.00,0.00,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
